04-10-2021 00:00:06 Se inicia el registro: logRestHopu
04-10-2021 07:15:37 Se graban todos los datos correctamente
04-10-2021 07:16:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:16:07 Se graban todos los datos correctamente
04-10-2021 07:16:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:16:37 Se graban todos los datos correctamente
04-10-2021 07:17:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:17:07 Se graban todos los datos correctamente
04-10-2021 07:17:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:17:37 Se graban todos los datos correctamente
04-10-2021 07:18:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:18:07 Se graban todos los datos correctamente
04-10-2021 07:18:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:18:37 Se graban todos los datos correctamente
04-10-2021 07:19:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:19:07 Se graban todos los datos correctamente
04-10-2021 07:19:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:19:37 Se graban todos los datos correctamente
04-10-2021 07:20:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:20:07 Se graban todos los datos correctamente
04-10-2021 07:20:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:20:37 Se graban todos los datos correctamente
04-10-2021 07:21:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:21:07 Se graban todos los datos correctamente
04-10-2021 07:21:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:21:37 Se graban todos los datos correctamente
04-10-2021 07:22:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:22:07 Se graban todos los datos correctamente
04-10-2021 07:22:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:22:37 Se graban todos los datos correctamente
04-10-2021 07:23:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:23:07 Se graban todos los datos correctamente
04-10-2021 07:23:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:23:37 Se graban todos los datos correctamente
04-10-2021 07:24:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:24:07 Se graban todos los datos correctamente
04-10-2021 07:24:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:24:37 Se graban todos los datos correctamente
04-10-2021 07:25:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:25:07 Se graban todos los datos correctamente
04-10-2021 07:25:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:25:37 Se graban todos los datos correctamente
04-10-2021 07:26:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:26:07 Se graban todos los datos correctamente
04-10-2021 07:26:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:26:37 Se graban todos los datos correctamente
04-10-2021 07:27:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:27:07 Se graban todos los datos correctamente
04-10-2021 07:27:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:27:37 Se graban todos los datos correctamente
04-10-2021 07:28:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:28:07 Se graban todos los datos correctamente
04-10-2021 07:28:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:28:37 Se graban todos los datos correctamente
04-10-2021 07:29:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:29:07 Se graban todos los datos correctamente
04-10-2021 07:29:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:29:37 Se graban todos los datos correctamente
04-10-2021 07:30:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:30:07 Se graban todos los datos correctamente
04-10-2021 07:30:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:30:37 Se graban todos los datos correctamente
04-10-2021 07:31:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:31:07 Se graban todos los datos correctamente
04-10-2021 07:31:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:31:37 Se graban todos los datos correctamente
04-10-2021 07:32:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:32:07 Se graban todos los datos correctamente
04-10-2021 07:32:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:32:37 Se graban todos los datos correctamente
04-10-2021 07:33:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:33:07 Se graban todos los datos correctamente
04-10-2021 07:33:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:33:37 Se graban todos los datos correctamente
04-10-2021 07:34:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:34:07 Se graban todos los datos correctamente
04-10-2021 07:34:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:34:37 Se graban todos los datos correctamente
04-10-2021 07:35:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:35:07 Se graban todos los datos correctamente
04-10-2021 07:35:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:35:37 Se graban todos los datos correctamente
04-10-2021 07:36:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:36:07 Se graban todos los datos correctamente
04-10-2021 07:36:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:36:37 Se graban todos los datos correctamente
04-10-2021 07:37:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:37:07 Se graban todos los datos correctamente
04-10-2021 07:37:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:37:37 Se graban todos los datos correctamente
04-10-2021 07:38:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:38:07 Se graban todos los datos correctamente
04-10-2021 07:38:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:38:37 Se graban todos los datos correctamente
04-10-2021 07:39:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:39:07 Se graban todos los datos correctamente
04-10-2021 07:39:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:39:37 Se graban todos los datos correctamente
04-10-2021 07:40:08 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:40:08 Se graban todos los datos correctamente
04-10-2021 07:40:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:40:37 Se graban todos los datos correctamente
04-10-2021 07:41:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:41:07 Se graban todos los datos correctamente
04-10-2021 07:41:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:41:37 Se graban todos los datos correctamente
04-10-2021 07:42:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:42:07 Se graban todos los datos correctamente
04-10-2021 07:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:42:37 Se graban todos los datos correctamente
04-10-2021 07:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:43:07 Se graban todos los datos correctamente
04-10-2021 07:43:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:43:37 Se graban todos los datos correctamente
04-10-2021 07:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:44:07 Se graban todos los datos correctamente
04-10-2021 07:44:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:44:37 Se graban todos los datos correctamente
04-10-2021 07:45:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:45:07 Se graban todos los datos correctamente
04-10-2021 07:45:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:45:37 Se graban todos los datos correctamente
04-10-2021 07:46:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:46:07 Se graban todos los datos correctamente
04-10-2021 07:46:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:46:37 Se graban todos los datos correctamente
04-10-2021 07:47:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:47:07 Se graban todos los datos correctamente
04-10-2021 07:47:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:47:37 Se graban todos los datos correctamente
04-10-2021 07:48:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:48:07 Se graban todos los datos correctamente
04-10-2021 07:48:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:48:37 Se graban todos los datos correctamente
04-10-2021 07:49:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:49:07 Se graban todos los datos correctamente
04-10-2021 07:49:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:49:37 Se graban todos los datos correctamente
04-10-2021 07:50:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:50:07 Se graban todos los datos correctamente
04-10-2021 07:50:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:50:37 Se graban todos los datos correctamente
04-10-2021 07:51:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:51:07 Se graban todos los datos correctamente
04-10-2021 07:51:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:51:37 Se graban todos los datos correctamente
04-10-2021 07:52:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:52:07 Se graban todos los datos correctamente
04-10-2021 07:52:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:52:37 Se graban todos los datos correctamente
04-10-2021 07:53:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:53:07 Se graban todos los datos correctamente
04-10-2021 07:53:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:53:37 Se graban todos los datos correctamente
04-10-2021 07:54:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:54:07 Se graban todos los datos correctamente
04-10-2021 07:54:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:54:37 Se graban todos los datos correctamente
04-10-2021 07:55:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:55:07 Se graban todos los datos correctamente
04-10-2021 07:55:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:55:37 Se graban todos los datos correctamente
04-10-2021 07:56:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:56:07 Se graban todos los datos correctamente
04-10-2021 07:56:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:56:37 Se graban todos los datos correctamente
04-10-2021 07:57:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:57:07 Se graban todos los datos correctamente
04-10-2021 07:57:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:57:37 Se graban todos los datos correctamente
04-10-2021 07:58:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:58:07 Se graban todos los datos correctamente
04-10-2021 07:58:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:58:37 Se graban todos los datos correctamente
04-10-2021 07:59:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:59:07 Se graban todos los datos correctamente
04-10-2021 07:59:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:59:37 Se graban todos los datos correctamente
04-10-2021 08:00:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:00:07 Se graban todos los datos correctamente
04-10-2021 08:00:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:00:37 Se graban todos los datos correctamente
04-10-2021 08:01:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:01:07 Se graban todos los datos correctamente
04-10-2021 08:01:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:01:37 Se graban todos los datos correctamente
04-10-2021 08:02:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:02:07 Se graban todos los datos correctamente
04-10-2021 08:02:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:02:37 Se graban todos los datos correctamente
04-10-2021 08:03:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:03:07 Se graban todos los datos correctamente
04-10-2021 08:03:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:03:37 Se graban todos los datos correctamente
04-10-2021 08:04:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:04:07 Se graban todos los datos correctamente
04-10-2021 08:04:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:04:37 Se graban todos los datos correctamente
04-10-2021 08:05:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:05:07 Se graban todos los datos correctamente
04-10-2021 08:05:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:05:37 Se graban todos los datos correctamente
04-10-2021 08:06:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:06:07 Se graban todos los datos correctamente
04-10-2021 08:06:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:06:37 Se graban todos los datos correctamente
04-10-2021 08:07:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:07:07 Se graban todos los datos correctamente
04-10-2021 08:07:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:07:37 Se graban todos los datos correctamente
04-10-2021 08:08:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:08:07 Se graban todos los datos correctamente
04-10-2021 08:08:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:08:37 Se graban todos los datos correctamente
04-10-2021 08:09:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:09:07 Se graban todos los datos correctamente
04-10-2021 08:09:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:09:37 Se graban todos los datos correctamente
04-10-2021 08:10:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:10:07 Se graban todos los datos correctamente
04-10-2021 08:10:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:10:37 Se graban todos los datos correctamente
04-10-2021 08:11:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:11:07 Se graban todos los datos correctamente
04-10-2021 08:11:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:11:37 Se graban todos los datos correctamente
04-10-2021 08:12:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:12:07 Se graban todos los datos correctamente
04-10-2021 08:12:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:12:37 Se graban todos los datos correctamente
04-10-2021 08:13:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:13:07 Se graban todos los datos correctamente
04-10-2021 08:13:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:13:37 Se graban todos los datos correctamente
04-10-2021 08:14:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:14:07 Se graban todos los datos correctamente
04-10-2021 08:14:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:14:37 Se graban todos los datos correctamente
04-10-2021 08:15:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:15:07 Se graban todos los datos correctamente
04-10-2021 08:15:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:15:37 Se graban todos los datos correctamente
04-10-2021 08:16:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:16:07 Se graban todos los datos correctamente
04-10-2021 08:16:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:16:37 Se graban todos los datos correctamente
04-10-2021 08:17:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:17:07 Se graban todos los datos correctamente
04-10-2021 08:17:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:17:37 Se graban todos los datos correctamente
04-10-2021 08:18:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:18:07 Se graban todos los datos correctamente
04-10-2021 08:18:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:18:37 Se graban todos los datos correctamente
04-10-2021 08:19:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:19:07 Se graban todos los datos correctamente
04-10-2021 08:19:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:19:37 Se graban todos los datos correctamente
04-10-2021 08:20:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:20:07 Se graban todos los datos correctamente
04-10-2021 08:20:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:20:37 Se graban todos los datos correctamente
04-10-2021 08:21:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:21:07 Se graban todos los datos correctamente
04-10-2021 08:21:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:21:37 Se graban todos los datos correctamente
04-10-2021 08:22:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:22:07 Se graban todos los datos correctamente
04-10-2021 08:22:38 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:22:38 Se graban todos los datos correctamente
04-10-2021 08:23:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:23:07 Se graban todos los datos correctamente
04-10-2021 08:23:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:23:37 Se graban todos los datos correctamente
04-10-2021 08:24:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:24:07 Se graban todos los datos correctamente
04-10-2021 08:24:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:24:37 Se graban todos los datos correctamente
04-10-2021 08:25:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 08:25:07 Se graban todos los datos correctamente
04-10-2021 09:22:35 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:22:35 Se graban todos los datos correctamente
04-10-2021 09:41:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:41:37 Se graban todos los datos correctamente
04-10-2021 09:42:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:42:06 Se graban todos los datos correctamente
04-10-2021 09:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:42:36 Se graban todos los datos correctamente
04-10-2021 09:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:43:06 Se graban todos los datos correctamente
04-10-2021 09:43:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:43:37 Se graban todos los datos correctamente
04-10-2021 09:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:06 Se graban todos los datos correctamente
04-10-2021 09:44:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:36 Se graban todos los datos correctamente
04-10-2021 09:44:41 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:41 Se graban todos los datos correctamente
04-10-2021 09:44:44 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:44 Se graban todos los datos correctamente
04-10-2021 09:44:44 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:45 Se graban todos los datos correctamente
04-10-2021 09:44:45 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:45 Se graban todos los datos correctamente
04-10-2021 09:44:45 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:46 Se graban todos los datos correctamente
04-10-2021 09:44:46 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:46 Se graban todos los datos correctamente
04-10-2021 09:44:46 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:47 Se graban todos los datos correctamente
04-10-2021 09:44:47 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 09:44:47 Se graban todos los datos correctamente
04-10-2021 13:20:10 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:20:10 Se graban todos los datos correctamente
04-10-2021 13:20:39 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:20:39 Se graban todos los datos correctamente
04-10-2021 13:21:09 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:21:09 Se graban todos los datos correctamente
04-10-2021 13:21:39 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:21:39 Se graban todos los datos correctamente
04-10-2021 13:22:27 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:22:28 Se graban todos los datos correctamente
04-10-2021 13:24:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:24:06 Se graban todos los datos correctamente
04-10-2021 13:24:31 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:24:31 Se graban todos los datos correctamente
04-10-2021 13:25:00 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:25:01 Se graban todos los datos correctamente
04-10-2021 13:25:30 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:25:31 Se graban todos los datos correctamente
04-10-2021 13:26:00 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:26:01 Se graban todos los datos correctamente
04-10-2021 13:26:30 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:26:31 Se graban todos los datos correctamente
04-10-2021 13:31:22 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 13:31:22 Se graban todos los datos correctamente
04-10-2021 14:12:14 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:12:14 Se graban todos los datos correctamente
04-10-2021 14:12:43 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:12:44 Se graban todos los datos correctamente
04-10-2021 14:13:27 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:13:28 Se graban todos los datos correctamente
04-10-2021 14:29:46 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:29:46 Se graban todos los datos correctamente
04-10-2021 14:30:10 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:30:11 Se graban todos los datos correctamente
04-10-2021 14:30:35 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:30:35 Se graban todos los datos correctamente
04-10-2021 14:31:02 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 14:31:02 Se graban todos los datos correctamente
