01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 11:36:07 Se graban todos los datos correctamente
01-10-2021 11:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:36:37 Se graban todos los datos correctamente
01-10-2021 11:36:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:36:47 Se graban todos los datos correctamente
01-10-2021 11:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:37:07 Se graban todos los datos correctamente
01-10-2021 11:37:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:37:27 Se graban todos los datos correctamente
01-10-2021 11:37:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:37:37 Se graban todos los datos correctamente
01-10-2021 11:38:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:38:07 Se graban todos los datos correctamente
01-10-2021 11:38:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:38:07 Se graban todos los datos correctamente
01-10-2021 11:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:38:37 Se graban todos los datos correctamente
01-10-2021 11:38:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:38:47 Se graban todos los datos correctamente
01-10-2021 11:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:39:07 Se graban todos los datos correctamente
01-10-2021 11:39:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:39:27 Se graban todos los datos correctamente
01-10-2021 11:39:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:39:37 Se graban todos los datos correctamente
01-10-2021 11:40:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:40:07 Se graban todos los datos correctamente
01-10-2021 11:40:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:40:07 Se graban todos los datos correctamente
01-10-2021 11:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:40:37 Se graban todos los datos correctamente
01-10-2021 11:40:48 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:40:49 Se graban todos los datos correctamente
01-10-2021 11:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:41:07 Se graban todos los datos correctamente
01-10-2021 11:41:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:41:27 Se graban todos los datos correctamente
01-10-2021 11:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:41:37 Se graban todos los datos correctamente
01-10-2021 11:42:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:42:07 Se graban todos los datos correctamente
01-10-2021 11:42:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:42:07 Se graban todos los datos correctamente
01-10-2021 11:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:42:37 Se graban todos los datos correctamente
01-10-2021 11:42:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:42:47 Se graban todos los datos correctamente
01-10-2021 11:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:43:07 Se graban todos los datos correctamente
01-10-2021 11:43:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:43:27 Se graban todos los datos correctamente
01-10-2021 11:43:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:43:37 Se graban todos los datos correctamente
01-10-2021 11:44:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:44:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:44:07 Se graban todos los datos correctamente
01-10-2021 11:44:07 Se graban todos los datos correctamente
01-10-2021 11:44:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:44:37 Se graban todos los datos correctamente
01-10-2021 11:44:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:44:47 Se graban todos los datos correctamente
01-10-2021 11:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:45:07 Se graban todos los datos correctamente
01-10-2021 11:45:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:45:27 Se graban todos los datos correctamente
01-10-2021 11:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:45:37 Se graban todos los datos correctamente
01-10-2021 11:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:46:07 Se graban todos los datos correctamente
01-10-2021 11:46:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:46:07 Se graban todos los datos correctamente
01-10-2021 11:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:46:37 Se graban todos los datos correctamente
01-10-2021 11:46:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:46:47 Se graban todos los datos correctamente
01-10-2021 11:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:47:07 Se graban todos los datos correctamente
01-10-2021 11:47:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:47:27 Se graban todos los datos correctamente
01-10-2021 11:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:47:37 Se graban todos los datos correctamente
01-10-2021 11:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:48:07 Se graban todos los datos correctamente
01-10-2021 11:48:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:48:07 Se graban todos los datos correctamente
01-10-2021 11:48:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:48:37 Se graban todos los datos correctamente
01-10-2021 11:48:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:48:47 Se graban todos los datos correctamente
01-10-2021 11:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:49:07 Se graban todos los datos correctamente
01-10-2021 11:49:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:49:27 Se graban todos los datos correctamente
01-10-2021 11:49:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:49:37 Se graban todos los datos correctamente
01-10-2021 11:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:50:07 Se graban todos los datos correctamente
01-10-2021 11:50:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:50:07 Se graban todos los datos correctamente
01-10-2021 11:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:50:37 Se graban todos los datos correctamente
01-10-2021 11:50:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:50:47 Se graban todos los datos correctamente
01-10-2021 11:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:51:07 Se graban todos los datos correctamente
01-10-2021 11:51:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:51:27 Se graban todos los datos correctamente
01-10-2021 11:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:51:37 Se graban todos los datos correctamente
01-10-2021 11:52:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:52:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:52:07 Se graban todos los datos correctamente
01-10-2021 11:52:07 Se graban todos los datos correctamente
01-10-2021 11:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:52:37 Se graban todos los datos correctamente
01-10-2021 11:52:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:52:47 Se graban todos los datos correctamente
01-10-2021 11:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:53:07 Se graban todos los datos correctamente
01-10-2021 11:53:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:53:27 Se graban todos los datos correctamente
01-10-2021 11:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:53:37 Se graban todos los datos correctamente
01-10-2021 11:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:54:07 Se graban todos los datos correctamente
01-10-2021 11:54:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:54:07 Se graban todos los datos correctamente
01-10-2021 11:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:54:37 Se graban todos los datos correctamente
01-10-2021 11:54:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:54:47 Se graban todos los datos correctamente
01-10-2021 11:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:55:07 Se graban todos los datos correctamente
01-10-2021 11:55:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:55:27 Se graban todos los datos correctamente
01-10-2021 11:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:55:37 Se graban todos los datos correctamente
01-10-2021 11:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:56:07 Se graban todos los datos correctamente
01-10-2021 11:56:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:56:07 Se graban todos los datos correctamente
01-10-2021 11:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:56:37 Se graban todos los datos correctamente
01-10-2021 11:56:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:56:47 Se graban todos los datos correctamente
01-10-2021 11:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:57:07 Se graban todos los datos correctamente
01-10-2021 11:57:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:57:27 Se graban todos los datos correctamente
01-10-2021 11:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:57:37 Se graban todos los datos correctamente
01-10-2021 11:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:58:07 Se graban todos los datos correctamente
01-10-2021 11:58:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:58:07 Se graban todos los datos correctamente
01-10-2021 11:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:58:37 Se graban todos los datos correctamente
01-10-2021 11:58:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:58:47 Se graban todos los datos correctamente
01-10-2021 11:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:59:07 Se graban todos los datos correctamente
01-10-2021 11:59:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:59:27 Se graban todos los datos correctamente
01-10-2021 11:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 11:59:37 Se graban todos los datos correctamente
01-10-2021 12:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:00:07 Se graban todos los datos correctamente
01-10-2021 12:00:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:00:07 Se graban todos los datos correctamente
01-10-2021 12:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:00:37 Se graban todos los datos correctamente
01-10-2021 12:00:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:00:47 Se graban todos los datos correctamente
01-10-2021 12:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:01:07 Se graban todos los datos correctamente
01-10-2021 12:01:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:01:27 Se graban todos los datos correctamente
01-10-2021 12:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:01:37 Se graban todos los datos correctamente
01-10-2021 12:02:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:02:07 Se graban todos los datos correctamente
01-10-2021 12:02:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:02:07 Se graban todos los datos correctamente
01-10-2021 12:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:02:37 Se graban todos los datos correctamente
01-10-2021 12:02:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:02:47 Se graban todos los datos correctamente
01-10-2021 12:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:03:07 Se graban todos los datos correctamente
01-10-2021 12:03:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:03:27 Se graban todos los datos correctamente
01-10-2021 12:03:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:03:37 Se graban todos los datos correctamente
01-10-2021 12:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:04:07 Se graban todos los datos correctamente
01-10-2021 12:04:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:04:07 Se graban todos los datos correctamente
01-10-2021 12:04:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:04:37 Se graban todos los datos correctamente
01-10-2021 12:04:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:04:47 Se graban todos los datos correctamente
01-10-2021 12:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:05:07 Se graban todos los datos correctamente
01-10-2021 12:05:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:05:27 Se graban todos los datos correctamente
01-10-2021 12:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:05:37 Se graban todos los datos correctamente
01-10-2021 12:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:06:07 Se graban todos los datos correctamente
01-10-2021 12:06:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:06:07 Se graban todos los datos correctamente
01-10-2021 12:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:06:37 Se graban todos los datos correctamente
01-10-2021 12:06:47 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:06:47 Se graban todos los datos correctamente
01-10-2021 12:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:07:07 Se graban todos los datos correctamente
01-10-2021 12:07:27 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:07:27 Se graban todos los datos correctamente
01-10-2021 12:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:07:37 Se graban todos los datos correctamente
01-10-2021 12:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:08:07 Se graban todos los datos correctamente
01-10-2021 12:08:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 12:08:07 Se graban todos los datos correctamente
01-10-2021 12:08:36 El dispositivo responde -> operationalStatus: CONNECTED
